Emp ID,Name,Gender,Department,Salary,Start Date,FTE,Employee type,Date of termination,Manager?,Location
PR01091,Cyndia Skedge,Male,Support,"$52,628 ",7-Feb-21,1,Permanent,,Staff,"Wellington, NZ"
PR01176,Gerrard Doorey,Male,Product Management,"$110,204 ",22-Sep-20,1,Permanent,,Manager,"Wellington, NZ"
PR01221,Itch Tinklin,Female,Support,"$77,114 ",27-May-20,1,Permanent,,Staff,"Wellington, NZ"
PR01269,Eleonore Airdrie,Female,Engineering,"$97,105 ",17-Dec-21,1,Permanent,,Staff,"Wellington, NZ"
PR01346,Adolph McNalley,Male,Business Development,"$85,919 ",5-Jun-18,1,Permanent,,Staff,"Wellington, NZ"
PR01430,Dyna Doucette,Male,Sales,"$103,547 ",19-Nov-21,1,Permanent,,Staff,"Wellington, NZ"
PR01591,Cecilla Joselevitch,Female,Human Resources,"$77,841 ",24-Apr-19,0.3,Permanent,,Staff,"Wellington, NZ"
PR01695,Petronella Marusik,Male,Accounting,"$75,598 ",7-May-19,1,Permanent,26-Dec-19,Staff,"Wellington, NZ"
PR01807, Teressa Udden,Female,Business Development,"$65,358 ",8-Dec-18,0.7,Permanent,,Manager,"Wellington, NZ"
PR01813, Aloisia Minto,Male,Research and Development,"$41,420 ",30-Aug-21,1,Permanent,,Staff,"Wellington, NZ"
PR01914,Tarrah Wordsworth,Female,Product Management,"$86,345 ",17-Jun-20,1,Permanent,,Staff,"Wellington, NZ"
PR01972,Nani Brockley,Male,Product Management,"$47,000 ",9-Mar-19,1,Permanent,,Staff,"Wellington, NZ"
PR02037,Win Arthurs,Female,Support,"$43,197 ",23-Jan-22,1,Permanent,,Staff,"Wellington, NZ"
PR02090,Jarad Barbrook,Female,Human Resources,"$31,196 ",6-Aug-20,1,Permanent,18-Dec-20,Staff,"Wellington, NZ"
PR02140,Fanchon Furney,Male,Accounting,"$95,954 ",12-Aug-19,0.3,Permanent,,Staff,"Wellington, NZ"
PR02187,Rosco Cogley,Male,Services,"$86,841 ",7-May-19,1,Permanent,,Staff,"Wellington, NZ"
PR02195,Rebecca Shillan,Male,Research and Development,,10-Apr-21,1,Permanent,,Staff,"Wellington, NZ"
PR02249,Malva Iacovacci,Female,NULL,"$65,127 ",27-Jan-22,1,Permanent,,Staff,"Wellington, NZ"
PR02261, Clo Jimpson,Male,Legal,"$57,624 ",25-Oct-21,1,Permanent,,Staff,"Wellington, NZ"
PR02275,Louise Lamming,Female,Sales,"$41,935 ",11-Mar-20,1,Permanent,,Staff,"Wellington, NZ"
PR02320,Bogey Hitcham,Male,Product Management,"$106,173 ",12-Jun-20,0.5,Permanent,,Manager,"Wellington, NZ"
PR02321,Evanne  Sheryn,Female,Services,"$81,898 ",15-Jun-18,1,Permanent,,Manager,"Wellington, NZ"
PR02392,Cecilia Marshalleck,Female,Marketing,"$118,985 ",31-Dec-21,1,Permanent,,Staff,"Wellington, NZ"
PR02428,Cathi Delgardo,Male,Product Management,"$111,915 ",25-Jun-19,1,Permanent,,Staff,"Wellington, NZ"
PR02436,Marmaduke Worssam,Female,Engineering,"$78,378 ",30-Apr-19,0.4,Permanent,8-Jul-21,Staff,"Wellington, NZ"
PR02443, Lark Ironmonger,Male,Marketing,"$85,783 ",7-Feb-20,1,Permanent,,Manager,"Wellington, NZ"
PR02483,Taddeo Jovis,Female,Sales,"$98,740 ",26-Nov-18,1,Permanent,5-Sep-19,Senior Manager,"Wellington, NZ"
PR02484,Margit Kunze ,Male,Engineering,"$94,019 ",30-Jul-21,1,Permanent,,Staff,"Wellington, NZ"
PR02589,Peggi Bullas,Male,Support,"$56,618 ",4-Jun-19,1,Permanent,,Staff,"Wellington, NZ"
PR02613,Hoyt D'Alesco ,Male,Sales,"$53,545 ",2-Apr-20,0.6,Permanent,,Manager,"Wellington, NZ"
PR02759,Marlie Charsley,Male,Support,"$108,448 ",15-Apr-21,1,Permanent,,Staff,"Wellington, NZ"
PR02768,Cornie Arstall,Female,Product Management,"$69,968 ",1-Aug-19,1,Permanent,,Staff,"Wellington, NZ"
PR02855,Reidar Skechley ,Male,Product Management,"$40,768 ",16-Aug-21,1,Permanent,,Staff,"Wellington, NZ"
PR02876,Katey Cadany,Male,Services,"$92,015 ",11-Mar-21,1,Permanent,,Senior Manager,"Wellington, NZ"
PR03084,Fred Dudeney,Male,Services,"$88,689 ",7-Apr-21,0.6,Permanent,,Staff,"Wellington, NZ"
PR03137,Nolan  Tortis,Male,Support,"$36,714 ",10-Apr-21,1,Permanent,,Staff,"Wellington, NZ"
PR03160,Larry Pioch,Male,Research and Development,"$49,669 ",8-Mar-19,0.4,Permanent,,Staff,"Wellington, NZ"
PR03258,William Reeveley,Male,Training,"$53,870 ",14-Jan-21,1,Permanent,,Staff,"Wellington, NZ"
PR03338,Aindrea Lenormand,Female,Human Resources,"$71,181 ",10-Nov-20,1,Permanent,,Staff,"Wellington, NZ"
PR03410,Delinda Snozzwell,,Engineering,"$67,009 ",13-Nov-20,1,Permanent,,Staff,"Wellington, NZ"
PR03415,Felicdad Heibel,Male,Business Development,"$60,800 ",21-Nov-21,0.3,Permanent,,Staff,"Wellington, NZ"
PR03563, Tawnya Tickel,Male,Support,"$118,843 ",1-May-20,1,Permanent,3-Dec-21,Staff,"Wellington, NZ"
PR03631,Ianthe Sayre,Male,Support,"$110,730 ",6-Feb-21,0.7,Permanent,8-Nov-21,Staff,"Wellington, NZ"
PR03650,Robbert Mandrier,Female,Training,"$98,022 ",25-Aug-19,0.9,Permanent,,Staff,"Wellington, NZ"
PR03654,Maisie Shotboulte,Female,Marketing,"$71,208 ",19-May-18,1,Permanent,,Manager,"Wellington, NZ"
PR03748,Sharity Brands,Male,Product Management,"$104,084 ",24-Sep-21,1,Permanent,,Staff,"Wellington, NZ"
PR03804,Vere Kulic,Male,Legal,"$66,573 ",28-Apr-21,1,Permanent,,Staff,"Wellington, NZ"
PR03980, Kath Bletsoe,Male,Marketing,"$65,699 ",30-Aug-20,1,Permanent,,Staff,"Wellington, NZ"
PR04098,Timmi Durran,Male,Human Resources,"$68,434 ",24-May-19,1,Permanent,,Staff,"Wellington, NZ"
PR04292,Tabbatha Pickston,Male,Marketing,"$72,040 ",19-Aug-18,1,Permanent,,Staff,"Wellington, NZ"
PR04324,Ottilie Vittel,Female,Business Development,"$34,502 ",13-Jul-20,1,Permanent,,Staff,"Wellington, NZ"
PR04378,Saunders Blumson,,Legal,"$56,366 ",21-Dec-18,0.4,Permanent,,Manager,"Wellington, NZ"
PR04380,Van Tuxwell,Female,Business Development,"$80,696 ",18-Mar-20,0.8,Permanent,,Manager,"Wellington, NZ"
PR04473, Wyn Treadger,Female,Business Development,"$69,193 ",19-Aug-21,1,Permanent,,Staff,"Wellington, NZ"
PR04482,Deck McCallion,Male,Sales,"$33,893 ",15-Dec-18,1,Permanent,,Staff,"Wellington, NZ"
PR04484,Quentin Ferraresi,Female,Accounting,"$49,000 ",9-Dec-19,0.4,Permanent,,Manager,"Wellington, NZ"
PR04521,William Coveny,Male,Legal,"$66,144 ",30-Apr-19,1,Permanent,,Staff,"Wellington, NZ"
PR04567,Major O'Cahsedy,Female,Legal,"$29,490 ",10-Mar-21,1,Permanent,,Staff,"Wellington, NZ"
PR04724,Honoria  Cootes,Female,Engineering,"$115,637 ",29-May-19,1,Permanent,,Staff,"Wellington, NZ"
PR04851,Rodina Drinan,Female,Sales,"$77,045 ",20-Oct-19,1,Permanent,,Staff,"Wellington, NZ"
PR04928,Kassi Jonson ,Female,Support,"$43,836 ",15-Sep-18,0.6,Permanent,,Staff,"Wellington, NZ"
PR04983,Xena Fawssett,Male,Research and Development,"$53,655 ",2-Jan-20,1,Permanent,,Staff,"Wellington, NZ"
SQ00090,L;urette Bontein,Male,Product Management,"$47,649 ",6-Nov-18,0.9,Permanent,,Staff,"Wellington, NZ"
SQ00099,Conchita Soden,Male,Marketing,"$74,412 ",12-Jul-18,1,Permanent,,Staff,"Wellington, NZ"
SQ00144,Collen Dunbleton,Male,Engineering,"$118,976 ",16-Feb-21,1,Permanent,,Manager,"Wellington, NZ"
SQ00234,Murry Dryburgh,Male,Research and Development,"$69,066 ",29-Aug-21,1,Permanent,,Manager,"Wellington, NZ"
SQ00304,Georgie Caress,Male,Marketing,"$58,262 ",22-Jul-21,0.4,Permanent,,Manager,"Wellington, NZ"
SQ00334, Cyril Medford,Female,Research and Development,"$85,720 ",14-Sep-18,1,Permanent,,Staff,"Wellington, NZ"
SQ00376,Osborn Pawle,Male,Training,"$38,028 ",13-Feb-21,1,Permanent,,Staff,"Wellington, NZ"
SQ00426,Dov Thoresby,Male,Support,"$115,494 ",21-Oct-21,1,Permanent,14-Apr-22,Manager,"Wellington, NZ"
SQ00488,Jenn Gwinnell,Male,Services,"$109,554 ",2-Jan-22,1,Permanent,,Staff,"Wellington, NZ"
SQ00498,Amery Ofer,Female,Legal,"$111,050 ",16-Nov-21,1,Permanent,,Staff,"Wellington, NZ"
SQ00553,Emmye Corry,Male,Services,"$109,033 ",2-Mar-19,0.8,Permanent,,Staff,"Wellington, NZ"
SQ00691,Verla Timmis,Male,Support,"$54,137 ",25-Feb-20,1,Permanent,,Staff,"Wellington, NZ"
SQ00695,Faunie  Sinton,Female,Sales,"$115,233 ",25-Sep-20,1,Permanent,,Staff,"Wellington, NZ"
SQ00709,Tonia Moules,Female,Business Development,,9-Aug-18,1,Permanent,,Staff,"Wellington, NZ"
SQ00753,Cecilio Sprankling,Male,Research and Development,"$109,709 ",12-Nov-21,0.7,Permanent,,Staff,"Wellington, NZ"
SQ00808,Kit Battlestone,Female,Research and Development,"$115,981 ",28-Jan-21,0.4,Permanent,,Staff,"Wellington, NZ"
SQ00816,Nels McClounan,Male,Training,,27-Mar-21,1,Permanent,,Staff,"Wellington, NZ"
SQ00867,Rasla Fisby,Male,Legal,"$108,998 ",15-Sep-18,1,Permanent,6-Jan-21,Staff,"Wellington, NZ"
SQ00886,Damien  Netley,Male,Engineering,"$98,109 ",16-May-18,0.9,Permanent,,Manager,"Wellington, NZ"
SQ00914,Ansley Gounel,Female,Product Management,"$38,438 ",11-Sep-20,1,Permanent,,Staff,"Wellington, NZ"
SQ00975,Gunar Cockshoot,Male,Business Development,"$48,945 ",13-Aug-20,1,Permanent,,Staff,"Wellington, NZ"
SQ00982,Roddy Speechley,Male,Accounting,"$115,922 ",25-Oct-18,0.5,Permanent,,Manager,"Wellington, NZ"
SQ01142,Bennett Gimenez,Female,Human Resources,"$36,459 ",22-Jan-22,1,Permanent,,Staff,"Wellington, NZ"
SQ01172,Lanny Beaney,Male,Legal,"$38,730 ",18-Nov-18,0.6,Permanent,,Staff,"Wellington, NZ"
SQ01177,Riccardo Hagan,Male,Human Resources,"$86,557 ",30-Jan-21,1,Permanent,,Staff,"Wellington, NZ"
SQ01239,Cathi Delgardo,Male,Product Management,"$111,915 ",28-Feb-21,1,Permanent,,Staff,"Wellington, NZ"
SQ01283,Barr Faughny,Female,Marketing,"$68,009 ",19-Dec-20,1,Permanent,,Staff,"Wellington, NZ"
SQ01302,Carmita Schulter,Male,Product Management,"$41,389 ",28-Oct-21,1,Permanent,,Staff,"Wellington, NZ"
SQ01395,Dennison Crosswaite,Male,Legal,"$90,698 ",25-May-21,0.8,Permanent,,Staff,"Wellington, NZ"
SQ01405,Lek Scamaden,Female,Training,"$51,860 ",8-May-21,1,Permanent,14-Feb-22,Staff,"Wellington, NZ"
SQ01487,Bonnie Newland,Male,NULL,"$91,447 ",12-Feb-21,1,Permanent,,Staff,"Wellington, NZ"
SQ01551,Liane Bedburrow,Female,Training,"$76,616 ",22-Jun-18,1,Permanent,,Staff,"Wellington, NZ"
SQ01598,Agnes Collicott,Female,Sales,"$83,748 ",19-Mar-19,0.2,Permanent,,Manager,"Wellington, NZ"
SQ01633,Virginia McConville,Female,Human Resources,"$76,895 ",15-Jul-21,1,Permanent,,Staff,"Wellington, NZ"
SQ01657, Joana Bartocci,Male,Human Resources,"$52,674 ",5-Feb-21,1,Permanent,,Staff,"Wellington, NZ"
SQ01671,Vassili Flay,,Research and Development,"$108,965 ",25-Jun-20,1,Permanent,,Staff,"Wellington, NZ"
SQ01730,Austine Littlewood,Female,Services,"$32,270 ",3-Jan-19,1,Permanent,,Staff,"Wellington, NZ"
SQ01743,Judi Cosgriff,Female,Human Resources,"$86,392 ",31-Dec-18,1,Permanent,,Manager,"Wellington, NZ"
SQ01744,Aube Chadderton,Female,Human Resources,,26-Aug-21,1,Permanent,,Manager,"Wellington, NZ"
SQ01752,Addia Penwright,Male,Research and Development,"$28,132 ",3-Jan-19,1,Permanent,,Manager,"Wellington, NZ"
SQ01829,Mabel Orrow,Male,Product Management,"$31,241 ",17-Jan-20,1,Permanent,,Staff,"Wellington, NZ"
SQ01939,Foss Asquez,Male,Support,"$92,191 ",12-Oct-18,0.2,Permanent,,Manager,"Wellington, NZ"
SQ02035,Anni Izzard,Male,Human Resources,"$103,495 ",5-Oct-18,1,Permanent,,Staff,"Wellington, NZ"
SQ02051,Dave Lacoste,Male,Legal,,23-Jan-22,1,Permanent,,Staff,"Wellington, NZ"
SQ02174,Sidoney Yitzhok,Female,NULL,"$118,443 ",28-Apr-21,1,Permanent,,Staff,"Wellington, NZ"
SQ02331, Jolynn Lumbley,,Research and Development,"$70,019 ",4-Oct-21,1,Permanent,,Staff,"Wellington, NZ"
SQ02375,Dorothea Fatscher,Male,Marketing,"$111,405 ",17-May-19,1,Permanent,,Staff,"Wellington, NZ"
SQ02495,Shelbi Aldin ,Female,Research and Development,"$40,910 ",11-Nov-19,0.3,Permanent,,Manager,"Wellington, NZ"
SQ02525,Mickie Dagwell,Male,Engineering,"$50,856 ",25-May-21,1,Permanent,,Staff,"Wellington, NZ"
SQ02559,Aldrich  Glenny,Male,Business Development,"$90,884 ",27-Apr-20,1,Permanent,,Staff,"Wellington, NZ"
SQ02565,Konstantin Timblett,Female,Training,"$56,254 ",13-Dec-21,1,Permanent,,Manager,"Wellington, NZ"
SQ02582,Grier Kidsley,Female,Product Management,"$51,798 ",19-Nov-19,1,Permanent,,Staff,"Wellington, NZ"
SQ02611,Delinda Snozzwell,,Engineering,"$67,009 ",4-Jul-19,0.8,Permanent,,Staff,"Wellington, NZ"
SQ02624,Gwenneth Fealey,Female,NULL,"$114,772 ",24-Jun-21,1,Permanent,,Staff,"Wellington, NZ"
SQ02648,Madelene Upcott,Male,Legal,"$109,192 ",3-Dec-20,1,Permanent,,Staff,"Wellington, NZ"
SQ02703,North Bertomeu,Female,Marketing,"$104,904 ",3-Nov-19,1,Permanent,,Staff,"Wellington, NZ"
SQ02756,Axel Grigaut ,Male,Sales,"$110,777 ",10-Aug-20,1,Permanent,,Staff,"Wellington, NZ"
SQ02896,Angeline Christophersen ,Female,Engineering,"$86,942 ",4-Jun-20,1,Permanent,27-Jan-21,Staff,"Wellington, NZ"
SQ02905,Hobard Benninger,Female,Product Management,"$86,915 ",15-Dec-18,1,Permanent,,Staff,"Wellington, NZ"
SQ02981,William Reeveley ,Male,Training,"$53,870 ",29-Mar-19,1,Permanent,,Staff,"Wellington, NZ"
SQ03112,Vlad Strangeway,Male,Product Management,"$77,743 ",30-Jul-20,1,Permanent,,Manager,"Wellington, NZ"
SQ03116,Syd Fearn,Male,Engineering,"$108,873 ",25-Jun-19,1,Permanent,,Staff,"Wellington, NZ"
SQ03332,Claudetta Petherick,Female,Legal,"$54,519 ",13-Dec-21,1,Permanent,,Staff,"Wellington, NZ"
SQ03350,Felice McMurty,Female,Product Management,"$66,865 ",18-Jun-19,1,Permanent,,Staff,"Wellington, NZ"
SQ03459,Aeriela Aickin,Male,Product Management,"$37,551 ",20-Jan-19,1,Permanent,,Staff,"Wellington, NZ"
SQ03476,Inger Andriveaux,,Accounting,"$107,108 ",13-Dec-18,0.9,Permanent,,Staff,"Wellington, NZ"
SQ03517,Michel Jados,Male,Research and Development,,27-Aug-20,0.9,Permanent,,Staff,"Wellington, NZ"
SQ03589,Lincoln Greatex ,Male,Human Resources,"$34,648 ",17-Apr-21,1,Permanent,,Staff,"Wellington, NZ"
SQ03626,Easter Pyke,Female,Training,"$95,678 ",19-Nov-21,0.3,Permanent,,Staff,"Wellington, NZ"
SQ03726,Floria Olivia,Female,Sales,"$101,498 ",22-Sep-19,1,Permanent,,Manager,"Wellington, NZ"
SQ03733,Revkah Antonacci,Male,NULL,"$109,143 ",24-Aug-20,1,Permanent,,Staff,"Wellington, NZ"
SQ03765,Silva Monte ,Male,Sales,"$52,806 ",26-Feb-21,1,Permanent,,Staff,"Wellington, NZ"
SQ03850,Tabbatha Pickston,Male,Marketing,"$72,040 ",20-Jan-22,1,Permanent,,Staff,"Wellington, NZ"
SQ03881,Frasquito  Mosley,,Support,"$48,090 ",24-Sep-18,1,Permanent,,Staff,"Wellington, NZ"
SQ03953,Cindi McDuffy,Female,Services,"$87,931 ",14-Feb-20,1,Permanent,,Staff,"Wellington, NZ"
SQ04004,Sheff Gerdts,Male,Business Development,"$89,157 ",29-Aug-19,1,Permanent,,Staff,"Wellington, NZ"
SQ04013,Patience  Noot,Female,Business Development,"$49,525 ",2-Nov-21,1,Permanent,,Staff,"Wellington, NZ"
SQ04116,Claretta MacQuist,Male,Human Resources,,18-Jun-19,1,Permanent,,Staff,"Wellington, NZ"
SQ04151,Bette-ann Leafe,Male,Human Resources,"$93,503 ",5-Mar-21,1,Permanent,,Staff,"Wellington, NZ"
SQ04393,Ancell Moretto,Female,Product Management,"$96,923 ",15-Feb-19,1,Permanent,16-Jul-20,Staff,"Wellington, NZ"
SQ04437,Hephzibah Summerell,Female,Services,"$28,305 ",16-Feb-20,1,Permanent,,Staff,"Wellington, NZ"
SQ04488,Yanaton Wooster,Male,Marketing,"$76,933 ",28-May-19,1,Permanent,15-Oct-20,Staff,"Wellington, NZ"
SQ04522, Gare Mattiussi,Male,Engineering,"$32,500 ",18-Mar-20,1,Permanent,,Manager,"Wellington, NZ"
SQ04568,Minetta Parsons,Female,Human Resources,"$110,766 ",25-Jul-21,1,Permanent,,Staff,"Wellington, NZ"
SQ04603,Natalee Craiker,Male,Product Management,"$111,229 ",28-Feb-19,1,Permanent,,Staff,"Wellington, NZ"
SQ04612,Mick Spraberry,Female,Services,"$85,879 ",12-Jul-20,1,Permanent,,Staff,"Wellington, NZ"
SQ04665,Collin Jagson,Male,Services,"$100,424 ",2-Apr-20,1,Permanent,,Staff,"Wellington, NZ"
SQ04784,Dino Wooderson,Male,Legal,"$52,120 ",22-Nov-20,0.4,Permanent,,Manager,"Wellington, NZ"
SQ04946,Letizia Hasselby,Male,Legal,"$61,790 ",14-Jan-21,0.6,Permanent,,Staff,"Wellington, NZ"
SQ04960,Gilda Richen,Female,Support,"$71,925 ",23-Apr-20,1,Permanent,,Staff,"Wellington, NZ"
TN00083,Tammi Lackham,Female,Business Development,"$61,689 ",3-Jan-19,0.9,Permanent,,Manager,"Wellington, NZ"
TN00158,Gamaliel Ewins,Male,Product Management,"$119,664 ",5-Jun-20,0.3,Permanent,,Staff,"Wellington, NZ"
TN00214,Jo-anne Gobeau,Female,Training,"$37,902 ",24-Apr-20,1,Permanent,,Staff,"Wellington, NZ"
TN00227,Lincoln Cord,Female,Support,"$63,556 ",24-Mar-21,1,Permanent,,Staff,"Wellington, NZ"
TN00243,Elbertine Hiscoe,Female,Training,,23-Nov-20,1,Permanent,,Staff,"Wellington, NZ"
TN00270,Elliot Revelle ,Male,Legal,,24-Jun-20,1,Permanent,,Staff,"Wellington, NZ"
TN00320,Nerissa Kavanagh,Male,Training,"$84,174 ",14-Feb-20,1,Permanent,,Staff,"Wellington, NZ"
TN00328,Jeannie Petracco,Female,Engineering,"$94,815 ",6-Apr-19,1,Permanent,,Staff,"Wellington, NZ"
TN00351,Frederik Dartan ,Male,Engineering,"$62,088 ",18-Oct-18,1,Permanent,,Staff,"Wellington, NZ"
TN00353,Everard Borer,Female,Marketing,,20-Jun-20,1,Permanent,,Staff,"Wellington, NZ"
TN00372,Archibald Dyzart,Male,Product Management,"$63,023 ",25-May-21,1,Permanent,,Staff,"Wellington, NZ"
TN00390,Mallory Goldsberry,Male,Product Management,"$29,614 ",12-Dec-20,0.5,Permanent,,Staff,"Wellington, NZ"
TN00401,Alisha Bloschke,,Product Management,"$36,477 ",9-Mar-19,1,Permanent,,Staff,"Wellington, NZ"
TN00505,Dolley Grayley,Female,Legal,"$48,982 ",11-Jan-21,1,Permanent,,Staff,"Wellington, NZ"
TN00564,Gwendolyn Chrippes,Male,Engineering,,3-Dec-18,0.2,Permanent,14-Jan-21,Manager,"Wellington, NZ"
TN00698,Barbara-anne Kenchington,Female,Support,"$88,035 ",23-Nov-19,1,Permanent,,Staff,"Wellington, NZ"
TN00780,Shayne Stegel,Male,Business Development,"$70,274 ",15-Oct-20,1,Permanent,,Staff,"Wellington, NZ"
TN00890,Dean Biggam,Female,Training,"$71,571 ",22-Jun-21,0.5,Permanent,,Staff,"Wellington, NZ"
TN00924,Brit Hamnett,Male,Human Resources,"$75,536 ",28-Oct-21,1,Permanent,,Manager,"Wellington, NZ"
TN01006,Fax Scotland,Female,Marketing,"$57,643 ",4-Feb-20,1,Permanent,,Staff,"Wellington, NZ"
TN01028,Alicea Pudsall,Male,Accounting,"$67,634 ",28-Dec-18,1,Permanent,,Staff,"Wellington, NZ"
TN01057, Florie Tortoise,Female,Sales,"$35,932 ",3-Sep-21,0.5,Permanent,,Staff,"Wellington, NZ"
TN01108,Beryl Burnsyde,Male,Legal,"$29,775 ",10-May-19,1,Permanent,,Staff,"Wellington, NZ"
TN01129,Larry Pioch,Male,Research and Development,"$49,669 ",14-Feb-20,1,Permanent,,Staff,"Wellington, NZ"
TN01192,Cullie Bourcq ,Female,Sales,"$45,589 ",8-May-18,1,Permanent,,Staff,"Wellington, NZ"
TN01210,Alyosha Riquet,Male,Legal,"$89,839 ",17-Sep-19,1,Permanent,,Staff,"Wellington, NZ"
TN01241,Halimeda Kuscha,Female,Engineering,"$112,571 ",24-May-18,1,Permanent,,Staff,"Wellington, NZ"
TN01309,Jori Ashleigh,Male,Legal,"$64,273 ",17-Feb-20,0.6,Permanent,,Staff,"Wellington, NZ"
TN01340,Granny Spencelayh,Male,Legal,"$99,461 ",5-Sep-20,1,Permanent,27-Jan-21,Staff,"Wellington, NZ"
TN01396,Koral Gerriet,Male,Support,"$30,077 ",9-May-19,1,Permanent,,Manager,"Wellington, NZ"
TN01545,Garrick Hadwick,Male,Support,"$117,810 ",1-Oct-20,1,Permanent,,Staff,"Wellington, NZ"
TN01559,Hedvige Stelfox,Female,Human Resources,"$33,802 ",3-Oct-19,1,Permanent,,Staff,"Wellington, NZ"
TN01613,Saundra O'Connel,Male,Human Resources,"$85,326 ",16-May-20,1,Permanent,,Staff,"Wellington, NZ"
TN01642,Gearard Wixon,Male,Human Resources,"$106,185 ",13-Nov-18,1,Permanent,,Staff,"Wellington, NZ"
TN01701, Yves Pawlik,Male,Accounting,"$57,926 ",17-Aug-19,0.5,Permanent,,Staff,"Wellington, NZ"
TN01718,Cindee Saice ,Female,Services,"$103,363 ",11-Mar-21,0.6,Permanent,,Staff,"Wellington, NZ"
TN01770, Ernestus O'Hengerty,Female,Research and Development,"$31,022 ",6-Nov-21,1,Permanent,,Staff,"Wellington, NZ"
TN01827,Fairfax Wallsam,,Sales,"$88,590 ",12-Mar-20,0.4,Permanent,,Staff,"Wellington, NZ"
TN01835,Monti Burdus,Female,Human Resources,"$39,652 ",25-Sep-20,1,Permanent,,Staff,"Wellington, NZ"
TN01840,Orton Livick,Male,Services,"$37,921 ",24-Oct-19,1,Permanent,,Staff,"Wellington, NZ"
TN01869,Daven Smout,Female,Support,"$50,799 ",19-Nov-18,0.2,Permanent,,Staff,"Wellington, NZ"
TN01923,Hector Isard,Male,Support,"$116,970 ",3-Jun-20,1,Permanent,,Staff,"Wellington, NZ"
TN01984, Erv Havill,Female,Accounting,"$106,083 ",19-Sep-21,1,Permanent,,Staff,"Wellington, NZ"
TN02060,Pembroke Siflet,Female,Human Resources,"$59,552 ",9-Aug-18,1,Permanent,,Staff,"Wellington, NZ"
TN02238,Virge Garfield ,Male,Training,"$110,887 ",10-Oct-21,1,Permanent,,Staff,"Wellington, NZ"
TN02282,Ronnie Sinyard,Female,Legal,"$101,758 ",1-Jul-21,1,Permanent,,Staff,"Wellington, NZ"
TN02286,Sly Cowley,Male,Accounting,"$48,535 ",7-Oct-21,1,Permanent,,Staff,"Wellington, NZ"
TN02339,Aida Bleacher,Male,Product Management,"$87,806 ",4-Oct-18,0.4,Permanent,,Manager,"Wellington, NZ"
TN02366,Bealle Glentworth,Male,NULL,"$99,479 ",30-Jan-20,1,Permanent,,Staff,"Wellington, NZ"
TN02496,Anjanette Ferre,,Human Resources,"$67,958 ",26-Mar-19,1,Permanent,,Staff,"Wellington, NZ"
TN02550,Lanie Gatlin,Female,Support,"$45,109 ",2-Jul-21,1,Permanent,,Manager,"Wellington, NZ"
