Emp ID,Name,Gender,Department,Salary,Start Date,FTE,Employee type,Date of termination,Manager?,Location
PR02288,Althea  Bronger,Male,Product Management,"$104,335 ",13-Jun-20,1,Permanent,,Staff,"Los Angeles, USA"
PR02437,Rory Ravenscroftt,Female,Accounting,"$45,446 ",14-Oct-19,1,Permanent,,Staff,"Los Angeles, USA"
PR02516,Abran Danielsky,Female,Engineering,"$32,716 ",10-Oct-19,0.9,Permanent,28-Mar-22,Manager,"Los Angeles, USA"
PR02577,Naoma Cruse,Male,Research and Development,"$71,537 ",16-May-20,1,Permanent,,Manager,"Los Angeles, USA"
PR02595,Emmanuel Westrey,Female,Support,"$87,401 ",26-Aug-21,1,Permanent,,Staff,"Los Angeles, USA"
PR02645,Laney Thowless,Male,Product Management,,6-Oct-18,1,Permanent,,Manager,"Los Angeles, USA"
PR02655,Millie Fiveash,Female,Sales,"$57,080 ",1-Aug-19,1,Permanent,,Staff,"Los Angeles, USA"
PR02733,Corinna Griffiths,Male,Support,"$75,010 ",18-Oct-20,1,Permanent,,Staff,"Los Angeles, USA"
PR02787,Saunders Blumson,,Legal,"$56,366 ",5-Jan-20,0.8,Permanent,,Staff,"Los Angeles, USA"
PR02793,Lishe Casemore,Male,Services,"$117,839 ",18-Mar-20,0.8,Permanent,,Staff,"Los Angeles, USA"
PR02804,Royal Nowakowska,Male,Human Resources,"$79,566 ",26-Oct-20,1,Permanent,,Staff,"Los Angeles, USA"
PR02943,Andria Kimpton,Male,Product Management,"$69,117 ",28-May-19,0.3,Permanent,,Manager,"Los Angeles, USA"
PR03008,Leslie Baruch,Female,Accounting,"$103,993 ",6-Sep-21,1,Permanent,,Staff,"Los Angeles, USA"
PR03094,Shannen Crittal,Female,Engineering,"$68,036 ",9-Dec-18,1,Permanent,14-May-20,Staff,"Los Angeles, USA"
PR03134,Tamar MacGilfoyle,Male,Product Management,"$47,273 ",3-Feb-19,0.3,Permanent,,Staff,"Los Angeles, USA"
PR03158,Danica Nayshe,Female,Services,"$89,690 ",16-Aug-18,1,Permanent,,Staff,"Los Angeles, USA"
PR03164,Wendel Malletratt,Male,Business Development,"$67,659 ",6-Nov-21,1,Permanent,,Staff,"Los Angeles, USA"
PR03176,Lezlie Balmann,Male,Product Management,"$112,459 ",31-Jul-21,1,Permanent,,Staff,"Los Angeles, USA"
PR03240,Manolo Gasnell,Male,Engineering,"$88,385 ",13-Aug-21,1,Permanent,,Staff,"Los Angeles, USA"
PR03266,Evangelia Gowers,Male,Business Development,"$118,454 ",5-Jun-18,1,Permanent,,Staff,"Los Angeles, USA"
PR03445,Myrle Prandoni,Male,Sales,"$62,195 ",26-Dec-21,1,Permanent,,Staff,"Los Angeles, USA"
PR03452,Katerine Lohden,Male,Support,"$115,089 ",2-Aug-18,1,Permanent,,Staff,"Los Angeles, USA"
PR03466,Jordain Cyster,Female,Engineering,"$75,867 ",6-Jun-19,1,Permanent,,Staff,"Los Angeles, USA"
PR03475,Faina  Durand,Male,Sales,"$114,655 ",13-Dec-20,1,Permanent,,Staff,"Los Angeles, USA"
PR03523,Grover Cooksey,,Services,"$74,619 ",5-Feb-19,1,Permanent,,Staff,"Los Angeles, USA"
PR03545,Philomena Lumsden,,NULL,"$90,396 ",3-Oct-19,1,Permanent,,Manager,"Los Angeles, USA"
PR03561,Benita Gillice,Male,Accounting,,18-Jul-20,0.4,Permanent,,Staff,"Los Angeles, USA"
PR03584,Pippy Roxby,Female,Human Resources,"$106,487 ",14-Apr-21,0.8,Permanent,,Senior Manager,"Los Angeles, USA"
PR03591,Helaine Lyddy,Male,Services,"$103,111 ",16-Nov-19,1,Permanent,,Manager,"Los Angeles, USA"
PR03689,Mariann Mowat,Male,Marketing,"$32,619 ",19-Jan-20,1,Permanent,,Staff,"Los Angeles, USA"
PR03709,Jedd Moretto,Male,Support,"$63,724 ",30-Mar-21,1,Permanent,,Staff,"Los Angeles, USA"
PR03832, Corny Linturn,Female,Product Management,"$47,961 ",27-Jun-18,1,Permanent,6-Dec-19,Staff,"Los Angeles, USA"
PR03844,Brose MacCorkell,Female,Human Resources,"$35,944 ",4-Jan-21,1,Permanent,8-Mar-22,Staff,"Los Angeles, USA"
PR03907,Marney O'Breen,Female,Product Management,"$65,925 ",21-Apr-21,1,Permanent,,Staff,"Los Angeles, USA"
PR03965,Ludovika Plaice,Male,Training,"$59,675 ",1-Feb-20,1,Permanent,,Manager,"Los Angeles, USA"
PR03995,Hedwiga Ingarfield,Female,Legal,"$38,253 ",21-Mar-19,1,Permanent,,Staff,"Los Angeles, USA"
PR03999,Chas Happel,Female,Services,"$30,936 ",8-Aug-19,1,Permanent,,Staff,"Los Angeles, USA"
PR04146,Malinda Sweeting,Female,Legal,"$80,221 ",10-Aug-19,0.5,Permanent,,Staff,"Los Angeles, USA"
PR04366,Carry Loblie,Female,Sales,"$47,552 ",3-May-19,1,Permanent,,Staff,"Los Angeles, USA"
PR04409,Layton  Kierans,Male,Human Resources,"$113,791 ",16-Aug-18,1,Permanent,,Manager,"Los Angeles, USA"
PR04446,Giffer Berlin,Female,Research and Development,"$92,336 ",23-Dec-21,1,Permanent,,Staff,"Los Angeles, USA"
PR04461,Krysta Elacoate,Male,Human Resources,"$106,930 ",10-Sep-21,0.2,Permanent,,Staff,"Los Angeles, USA"
PR04490,Farris Ditchfield,Male,Human Resources,"$58,033 ",17-Apr-19,0.9,Permanent,,Staff,"Los Angeles, USA"
PR04492,Kelci Walkden,Male,Human Resources,"$57,086 ",28-Mar-19,1,Permanent,,Staff,"Los Angeles, USA"
PR04543,Harwilll Domotor,Male,Training,"$112,370 ",1-Feb-19,1,Permanent,,Staff,"Los Angeles, USA"
PR04583,Gilles Jaquet,Female,Accounting,"$76,304 ",21-Nov-20,1,Permanent,,Staff,"Los Angeles, USA"
PR04638,Cull Nannetti ,Male,Support,"$68,087 ",11-Jun-19,1,Permanent,,Staff,"Los Angeles, USA"
PR04663,Irwin Kirsche,Female,Accounting,"$36,154 ",13-Dec-18,1,Permanent,,Manager,"Los Angeles, USA"
PR04703,Cristal Demangeot,Female,Sales,"$72,345 ",5-Jan-19,1,Permanent,15-Oct-21,Staff,"Los Angeles, USA"
PR04718,Chelsea Itzak,Male,Support,"$61,101 ",18-Feb-19,1,Permanent,,Senior Manager,"Los Angeles, USA"
PR04899,Wyn Treadger,Female,Business Development,"$69,193 ",2-Jul-20,0.8,Permanent,,Staff,"Los Angeles, USA"
PR04912,Tris Hynard,Female,Product Management,"$29,085 ",8-May-19,0.2,Permanent,,Staff,"Los Angeles, USA"
PR04988,Mord Cromblehome,Male,Legal,"$57,914 ",1-Feb-19,1,Permanent,,Staff,"Los Angeles, USA"
SQ00001,Lane Monteaux,Female,Engineering,"$109,981 ",21-Oct-21,1,Permanent,,Staff,"Los Angeles, USA"
SQ00036,Trace Sidsaff,Female,Accounting,"$51,199 ",18-Nov-19,0.3,Permanent,,Staff,"Los Angeles, USA"
SQ00044,Loren Rettie,Female,Engineering,"$95,996 ",15-Oct-18,1,Permanent,,Staff,"Los Angeles, USA"
SQ00070,Larissa Ingledow,Male,Research and Development,"$62,281 ",21-Oct-18,1,Permanent,,Manager,"Los Angeles, USA"
SQ00105,Melisa Knott,Female,Training,"$86,011 ",5-Jul-18,1,Permanent,,Staff,"Los Angeles, USA"
SQ00120,Daron Biaggioli,Female,Product Management,"$112,555 ",28-Feb-21,1,Permanent,,Staff,"Los Angeles, USA"
SQ00187,Karlen McCaffrey,Female,Services,"$71,229 ",1-Apr-21,1,Permanent,,Staff,"Los Angeles, USA"
SQ00203,Valida Merrigans,Male,Sales,,12-Aug-19,1,Permanent,,Manager,"Los Angeles, USA"
SQ00286,Sile Whorton ,Female,Legal,"$61,213 ",18-Oct-21,1,Permanent,,Manager,"Los Angeles, USA"
SQ00342,Adelina Cheeseman,Male,Support,"$45,512 ",29-Nov-19,0.8,Permanent,,Staff,"Los Angeles, USA"
SQ00484,Wilt Wayvill,Female,Legal,"$99,753 ",27-Jan-22,0.8,Permanent,,Staff,"Los Angeles, USA"
SQ00523,Mile Swindley,,Business Development,,21-Apr-21,0.2,Permanent,,Staff,"Los Angeles, USA"
SQ00580, Chancey Dyos,Male,Sales,"$118,063 ",12-Oct-20,1,Permanent,,Staff,"Los Angeles, USA"
SQ00673,Pancho De Ortega,Male,Support,"$99,776 ",27-Dec-18,0.9,Permanent,,Staff,"Los Angeles, USA"
SQ00757,Bennie Pepis,Male,Business Development,"$71,384 ",21-Jul-18,1,Permanent,,Staff,"Los Angeles, USA"
SQ00777,Gerald Caple,Male,Training,"$59,301 ",11-Jul-21,1,Permanent,,Staff,"Los Angeles, USA"
SQ00834,Petey Probey,Male,Services,"$31,626 ",16-Aug-18,0.7,Permanent,,Staff,"Los Angeles, USA"
SQ00841,Danica Nayshe,Female,Services,"$89,690 ",23-Aug-18,1,Permanent,,Manager,"Los Angeles, USA"
SQ00904,Irena Trousdell,Female,Marketing,"$29,530 ",20-May-21,0.6,Permanent,4-Apr-22,Staff,"Los Angeles, USA"
SQ00960,Calvin O'Carroll,Female,Research and Development,"$44,447 ",16-May-20,0.4,Permanent,,Staff,"Los Angeles, USA"
SQ01019,Andrea Becker,Female,Human Resources,"$46,164 ",6-Mar-20,1,Permanent,,Staff,"Los Angeles, USA"
SQ01031,Nessi Delves ,Male,Training,"$56,832 ",26-Jul-19,1,Permanent,,Staff,"Los Angeles, USA"
SQ01050, Jolynn Behnecken,Female,Services,"$85,180 ",18-Oct-20,1,Permanent,,Staff,"Los Angeles, USA"
SQ01136,Beatrix Schoales,,Sales,"$114,015 ",19-Dec-20,1,Permanent,,Staff,"Los Angeles, USA"
SQ01183,Nerita Mycock,Male,Accounting,"$67,432 ",23-Jun-21,0.3,Permanent,,Staff,"Los Angeles, USA"
SQ01299,Hans Bucke,Male,Legal,"$78,556 ",18-Jun-21,0.9,Permanent,,Staff,"Los Angeles, USA"
SQ01315,Jamal Beagen,Female,Support,"$35,830 ",21-Jan-19,1,Permanent,,Staff,"Los Angeles, USA"
SQ01320,Pierson Measham,Male,Business Development,"$103,164 ",17-Oct-21,1,Permanent,,Staff,"Los Angeles, USA"
SQ01338,Shawna Shoosmith,Male,NULL,"$78,051 ",3-Sep-19,1,Permanent,,Staff,"Los Angeles, USA"
SQ01369,Sisely Hatchman,Female,Sales,,4-Sep-21,1,Permanent,,Manager,"Los Angeles, USA"
SQ01386,Charmaine Howie,Male,Accounting,"$56,809 ",4-Jul-21,1,Permanent,,Staff,"Los Angeles, USA"
SQ01423, Joyce Esel,Male,Sales,"$101,392 ",21-Jul-18,1,Permanent,16-Jul-20,Staff,"Los Angeles, USA"
SQ01469,Bab  Bridger,Male,NULL,"$87,905 ",30-Sep-18,1,Permanent,,Staff,"Los Angeles, USA"
SQ01519,Caron Kolakovic,Male,Accounting,"$49,915 ",26-Jul-19,1,Permanent,,Staff,"Los Angeles, USA"
SQ01536,Yoshiko Tamblingson ,Male,Sales,"$29,592 ",27-Dec-18,1,Permanent,,Staff,"Los Angeles, USA"
SQ01675,Clement Penhearow,Female,NULL,"$58,306 ",28-Oct-19,0.6,Permanent,23-Apr-20,Staff,"Los Angeles, USA"
SQ01690,Gideon Hehir,Female,Business Development,"$66,511 ",26-Dec-20,1,Permanent,,Staff,"Los Angeles, USA"
SQ01757,Dorolice Farry,Female,Sales,"$76,299 ",13-Aug-18,1,Permanent,,Manager,"Los Angeles, USA"
SQ01778,Rik Delete,Female,Training,,24-Dec-18,1,Permanent,,Staff,"Los Angeles, USA"
SQ01998,Layton Crayden,Male,Product Management,"$40,445 ",16-Nov-21,1,Permanent,,Staff,"Los Angeles, USA"
SQ02050,Katya Hundy,Male,Business Development,"$88,511 ",25-Jul-20,1,Permanent,,Staff,"Los Angeles, USA"
SQ02070,Foss Asquez,Male,Support,"$92,191 ",14-May-20,1,Permanent,,Manager,"Los Angeles, USA"
SQ02157,Susy Challoner ,Female,Business Development,"$29,891 ",24-Nov-18,1,Permanent,,Manager,"Los Angeles, USA"
SQ02223, Pippy Shepperd,Female,Accounting,"$44,845 ",26-Oct-18,1,Permanent,,Staff,"Los Angeles, USA"
SQ02246,Matias Cormack ,Male,Research and Development,"$85,456 ",9-May-20,1,Permanent,,Staff,"Los Angeles, USA"
SQ02337,Steven Labat,Male,Legal,"$37,115 ",18-May-19,1,Permanent,6-Aug-21,Staff,"Los Angeles, USA"
SQ02352,Baudoin Dummigan,Male,Legal,"$114,510 ",30-Apr-20,1,Permanent,,Staff,"Los Angeles, USA"
SQ02371,Alida Welman,Male,Human Resources,"$69,862 ",24-Apr-19,1,Permanent,,Staff,"Los Angeles, USA"
SQ02385,Lisle Danahar,,Sales,"$75,987 ",3-Nov-18,1,Permanent,,Staff,"Los Angeles, USA"
SQ02410,Stefa Eggleston,Male,Sales,"$88,376 ",25-May-21,1,Permanent,,Manager,"Los Angeles, USA"
SQ02424,Novelia Pyffe,Male,Accounting,"$52,270 ",25-Jun-19,0.3,Permanent,,Staff,"Los Angeles, USA"
SQ02605,Kikelia Ellor,,Engineering,"$34,616 ",24-Oct-19,1,Permanent,,Staff,"Los Angeles, USA"
SQ02629,Hiram Merkle,Male,Legal,"$116,094 ",25-Jan-21,1,Permanent,,Staff,"Los Angeles, USA"
SQ02638,Cara Havers,Male,Marketing,"$89,605 ",7-Oct-18,1,Permanent,,Staff,"Los Angeles, USA"
SQ02720,Shaun Kyrkeman,Male,Product Management,"$35,009 ",8-May-18,0.3,Permanent,,Staff,"Los Angeles, USA"
SQ02800,Jillana Gabbitis,Male,Marketing,"$91,356 ",9-Feb-21,1,Permanent,,Staff,"Los Angeles, USA"
SQ02810,Nicole Blowfelde,Female,Training,"$59,563 ",30-Aug-19,1,Permanent,,Staff,"Los Angeles, USA"
SQ02822,Marcellina Kitt,Female,Business Development,"$78,496 ",22-Aug-20,0.8,Permanent,,Staff,"Los Angeles, USA"
SQ02867,Pauletta Falkus ,Male,Sales,"$33,563 ",6-Sep-19,0.6,Permanent,,Staff,"Los Angeles, USA"
SQ03109,Martelle Brise,Male,Training,"$79,523 ",7-Dec-18,1,Permanent,,Manager,"Los Angeles, USA"
SQ03321,Gradey Litton,Female,Accounting,"$68,888 ",16-Nov-18,1,Permanent,,Staff,"Los Angeles, USA"
SQ03340,Shela Goade,Male,Legal,"$93,929 ",20-Feb-21,1,Permanent,,Staff,"Los Angeles, USA"
SQ03343,Dorise Labat ,Male,Business Development,"$101,609 ",29-Sep-19,1,Permanent,,Staff,"Los Angeles, USA"
SQ03387,Robinia Scholling,Female,Human Resources,"$100,732 ",15-Aug-20,1,Permanent,,Staff,"Los Angeles, USA"
SQ03491,Freda Legan,Female,Sales,"$102,129 ",19-Nov-21,1,Permanent,,Manager,"Los Angeles, USA"
SQ03546,Alexandros Rackley,Female,Legal,"$75,734 ",5-Nov-21,1,Permanent,,Staff,"Los Angeles, USA"
SQ03619,Drusy MacCombe,Male,Training,"$43,513 ",25-Jun-19,1,Permanent,,Staff,"Los Angeles, USA"
SQ03797,Ebonee Roxburgh,Male,Training,"$67,954 ",30-Aug-21,1,Permanent,,Senior Manager,"Los Angeles, USA"
SQ03925,Stephan Bussel,Male,Research and Development,"$48,286 ",10-Nov-18,1,Permanent,5-Mar-20,Staff,"Los Angeles, USA"
SQ03961,Nicola Kiely,Female,Business Development,"$93,742 ",6-Dec-20,0.7,Permanent,,Manager,"Los Angeles, USA"
SQ04080,Gardy Eckersall,Male,Sales,"$79,648 ",20-Jun-20,1,Permanent,,Staff,"Los Angeles, USA"
SQ04122,Violetta Vial,Male,Engineering,"$68,970 ",13-Jul-20,1,Permanent,,Staff,"Los Angeles, USA"
SQ04125,Michail Sicha,Male,Marketing,,26-Jul-19,0.6,Permanent,,Staff,"Los Angeles, USA"
SQ04186,Halette Yesenev,Male,Services,"$61,917 ",4-Mar-20,0.2,Permanent,,Staff,"Los Angeles, USA"
SQ04226,Barbara-anne Kenchington,Female,Support,"$88,035 ",12-Aug-21,0.4,Permanent,,Staff,"Los Angeles, USA"
SQ04304,Blaire Ruckman,Male,Business Development,"$61,705 ",5-Mar-21,1,Permanent,,Manager,"Los Angeles, USA"
SQ04313,Gwenore Scotchmer,Female,Business Development,"$105,287 ",15-Sep-20,1,Permanent,,Staff,"Los Angeles, USA"
SQ04338,Jerrilee Maginot,Male,Business Development,,5-Jul-18,1,Permanent,,Staff,"Los Angeles, USA"
SQ04347,Millard Brakewell,Male,Product Management,"$76,560 ",3-Apr-21,1,Permanent,,Manager,"Los Angeles, USA"
SQ04385,Jobie Basili,Female,Sales,"$39,344 ",21-Oct-18,1,Permanent,20-Aug-20,Staff,"Los Angeles, USA"
SQ04421,Alikee Jecock,Female,Legal,"$85,004 ",14-Oct-19,1,Permanent,,Staff,"Los Angeles, USA"
SQ04598,Pearla  Beteriss,Male,Services,"$69,913 ",29-Aug-19,1,Permanent,,Manager,"Los Angeles, USA"
SQ04604,Avigdor Karel,Male,Training,"$71,214 ",29-Apr-21,1,Permanent,4-Mar-22,Staff,"Los Angeles, USA"
SQ04722,Noll Forbear,Male,Services,"$109,383 ",2-Jul-20,1,Permanent,,Senior Manager,"Los Angeles, USA"
SQ04857,Asia Jerson,Male,Services,,10-Jan-19,1,Permanent,,Staff,"Los Angeles, USA"
SQ04969,Joshia Farris,Female,Legal,"$36,743 ",4-May-19,1,Permanent,,Staff,"Los Angeles, USA"
TN00053,Lucias Minico,Female,Services,"$67,958 ",2-Jan-21,1,Permanent,,Staff,"Los Angeles, USA"
TN00061,Mathian MacMeeking,Female,Services,"$45,063 ",25-Jul-19,1,Permanent,,Staff,"Los Angeles, USA"
TN00129,Grazia Bunkle,Female,Research and Development,,14-Jul-19,1,Permanent,,Staff,"Los Angeles, USA"
TN00136,Filmore Fitzhenry,Male,Human Resources,"$108,168 ",27-Jun-18,1,Permanent,,Staff,"Los Angeles, USA"
TN00182,Camilla Castle,Female,Product Management,"$75,476 ",25-Mar-20,1,Permanent,,Staff,"Los Angeles, USA"
TN00284,Emmeline Bestwerthick,Female,Sales,"$38,235 ",19-Jun-18,1,Permanent,,Senior Manager,"Los Angeles, USA"
TN00441,Nathanial Brounfield,Male,Accounting,"$105,120 ",18-Oct-21,1,Permanent,,Staff,"Los Angeles, USA"
TN00461,Thedrick Rogeon,Male,Marketing,"$110,951 ",20-Aug-20,1,Permanent,,Staff,"Los Angeles, USA"
TN00464,Maritsa Marusic,Male,Research and Development,"$52,749 ",27-May-20,1,Permanent,,Staff,"Los Angeles, USA"
TN00524,Rhianna McLeoid,Male,Legal,"$114,898 ",13-May-20,1,Permanent,,Manager,"Los Angeles, USA"
TN00579,Rafaelita Blaksland ,Female,Services,"$109,163 ",7-Nov-20,0.8,Permanent,,Staff,"Los Angeles, USA"
TN00602,Maximo Guirard,Female,Business Development,"$37,015 ",8-May-18,1,Permanent,,Staff,"Los Angeles, USA"
TN00657,Bebe Pollicott,Female,Legal,"$87,740 ",12-Jul-18,1,Permanent,,Staff,"Los Angeles, USA"
TN00683,Kelley Rounds,Female,Engineering,"$114,814 ",1-Aug-21,1,Permanent,,Staff,"Los Angeles, USA"
TN00797,Darcy Brewitt,Male,Human Resources,"$116,672 ",30-Sep-21,0.9,Permanent,,Staff,"Los Angeles, USA"
TN00819,Jessi McDougall,Female,Legal,"$57,442 ",10-Dec-20,1,Permanent,,Manager,"Los Angeles, USA"
TN00901,Sandie Anthonies,Male,Legal,"$33,411 ",15-May-18,1,Permanent,,Staff,"Los Angeles, USA"
TN00995, Nicol Giacomi,Female,Training,"$39,745 ",23-Jul-20,0.9,Permanent,,Staff,"Los Angeles, USA"
TN01037,Antone Tolmie,Male,Training,"$110,816 ",22-Jul-21,1,Permanent,,Staff,"Los Angeles, USA"
TN01109,Reg MacMichael,Male,Services,"$106,890 ",22-Dec-19,1,Permanent,,Manager,"Los Angeles, USA"
TN01199,Packston Joanic,Male,Marketing,"$51,856 ",22-Dec-18,1,Permanent,,Manager,"Los Angeles, USA"
TN01216,Clemmie Hebblewaite,,Services,"$54,134 ",25-Jul-19,1,Permanent,,Staff,"Los Angeles, USA"
TN01235,Brigid Jeffrey,Female,Support,"$53,909 ",6-Dec-18,1,Permanent,,Staff,"Los Angeles, USA"
TN01250,Sibyl Dunkirk,Female,Product Management,"$86,569 ",21-Jan-21,1,Permanent,,Staff,"Los Angeles, USA"
TN01256,Ignacius Losel,Male,Legal,"$28,481 ",26-Jul-20,1,Permanent,,Staff,"Los Angeles, USA"
TN01281,Cletus McGarahan ,Female,Engineering,"$114,425 ",27-May-20,1,Permanent,,Staff,"Los Angeles, USA"
TN01358,Phillipp Nekrews,Male,Human Resources,"$71,332 ",11-Jun-19,1,Permanent,,Staff,"Los Angeles, USA"
TN01389,Shantee  D'Antonio,Female,Product Management,,21-Apr-21,1,Permanent,,Manager,"Los Angeles, USA"
TN01511,Easter Pyke,Female,Training,"$95,678 ",6-Dec-18,1,Permanent,,Staff,"Los Angeles, USA"
TN01566,Fonzie O'Shea ,Male,Product Management,"$80,360 ",2-Apr-21,1,Permanent,,Staff,"Los Angeles, USA"
TN01609,Xylina Pargetter,Female,Legal,"$109,792 ",21-Jul-19,1,Permanent,,Staff,"Los Angeles, USA"
TN01764,Margarete Blasing,Male,Support,"$110,974 ",17-Dec-20,1,Permanent,,Staff,"Los Angeles, USA"
TN01795,Jo Benoi,Female,Human Resources,"$117,518 ",10-Apr-21,1,Permanent,,Staff,"Los Angeles, USA"
TN01848,Brien  Boise,Female,Research and Development,"$58,105 ",31-Dec-21,0.3,Permanent,,Staff,"Los Angeles, USA"
TN02023,Christopher Kezourec,Male,Training,"$55,308 ",24-Aug-20,1,Permanent,,Staff,"Los Angeles, USA"
TN02029,Isa  Mogie,Female,Training,"$50,954 ",19-Jun-18,1,Permanent,,Staff,"Los Angeles, USA"
TN02177,Giacobo Donke,Male,Services,"$118,362 ",3-Nov-20,1,Permanent,,Staff,"Los Angeles, USA"
TN02204,Aldrich Glenny,Male,Business Development,"$90,884 ",27-Nov-20,0.5,Permanent,,Staff,"Los Angeles, USA"
TN02205,Myer McCory,Male,Research and Development,"$69,710 ",7-May-19,1,Permanent,,Staff,"Los Angeles, USA"
TN02266,Loren Bentote,Male,Accounting,"$56,283 ",11-Jul-21,0.5,Permanent,,Staff,"Los Angeles, USA"
TN02298,Evyn Fyrth,Male,Support,"$90,075 ",12-Nov-19,1,Permanent,1-Jul-21,Manager,"Los Angeles, USA"
TN02402,Durand  Backhouse,Female,Sales,"$83,401 ",17-Sep-19,1,Permanent,,Staff,"Los Angeles, USA"
TN02478,Euell Willoughley ,Male,Product Management,"$105,796 ",20-Sep-21,1,Permanent,,Staff,"Los Angeles, USA"
TN02505, Jobey Boneham,Female,Services,"$74,013 ",20-Nov-20,1,Permanent,8-Jul-21,Staff,"Los Angeles, USA"
TN02511,Berny Bastide,,Research and Development,"$56,713 ",17-Jul-21,1,Permanent,,Staff,"Los Angeles, USA"
